Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimIndicator
0.16,D,11,0,47,50,B14,Diesel,570,R93,0
0.04,E,6,4,50,50,B10,Diesel,3744,R93,0
0.05,A,4,1,37,80,B2,Regular,45,R11,0
0.03,C,4,0,21,100,B12,Diesel,189,R41,0
0.29,E,5,18,41,50,B3,Regular,3744,R93,0
0.03,C,5,6,47,50,B12,Regular,301,R93,0
0.45,E,4,3,26,72,B12,Diesel,5746,R11,0
1.0,A,4,12,69,50,B2,Regular,31,R24,0
1.0,C,9,29,63,50,B1,Regular,165,R53,0
0.41,B,5,3,33,70,B2,Diesel,62,R11,0
0.55,B,5,15,65,50,B1,Diesel,63,R73,0
0.33,A,4,15,39,156,B2,Regular,19,R24,0
0.07,E,4,0,46,50,B12,Regular,3744,R93,0
0.12,E,4,3,60,50,B12,Diesel,3317,R93,0
0.63,C,4,2,38,50,B12,Regular,180,R73,0
1.08,E,5,2,45,50,B3,Regular,7313,R31,0
1.0,A,7,2,59,55,B1,Regular,27,R24,0
1.0,C,6,21,79,50,B5,Regular,478,R41,0
0.24,B,4,17,73,50,B2,Regular,57,R24,0
0.5,D,4,0,58,50,B5,Diesel,710,R82,0
0.69,E,5,2,53,50,B2,Diesel,9307,R82,0
1.0,C,7,8,46,50,B5,Regular,149,R24,0
0.89,D,7,12,43,85,B1,Regular,1191,R11,0
0.27,A,8,21,27,100,B1,Diesel,40,R54,0
0.72,C,4,15,33,50,B2,Regular,136,R53,0
0.2,C,5,0,52,50,B12,Regular,412,R73,1
0.08,E,7,15,62,133,B1,Regular,4128,R52,0
0.2,C,6,4,53,50,B10,Regular,256,R82,0
0.7,A,4,1,43,50,B2,Diesel,11,R93,0
1.0,E,7,7,39,50,B1,Diesel,3541,R52,0
1.0,A,4,12,61,50,B2,Regular,13,R24,0
0.05,E,7,19,66,50,B1,Regular,3541,R52,0
1.0,C,7,5,50,50,B2,Diesel,155,R24,1
0.21,D,9,6,50,50,B12,Regular,514,R82,0
0.36,B,7,10,37,63,B5,Regular,88,R24,0
0.02,B,5,1,43,50,B2,Diesel,99,R22,0
0.17,A,7,6,23,85,B2,Regular,11,R24,0
0.08,B,7,17,34,80,B2,Diesel,98,R82,0
1.0,E,6,4,44,50,B1,Diesel,3317,R93,0
0.08,E,8,1,34,51,B12,Diesel,4059,R23,0
0.08,D,7,30,29,85,B1,Regular,893,R82,0
0.26,E,4,1,63,50,B12,Regular,8549,R82,0
0.24,E,6,13,55,50,B1,Regular,6689,R11,0
0.46,D,7,10,33,90,B2,Regular,1862,R31,0
0.43,E,10,12,50,50,B1,Regular,3457,R82,0
0.71,A,6,10,36,60,B12,Diesel,28,R93,0
0.5,D,7,8,38,50,B6,Regular,769,R82,1
1.0,F,4,11,28,64,B2,Regular,27000,R11,0
1.0,D,5,6,29,63,B5,Diesel,754,R24,0
1.0,C,4,3,46,50,B1,Regular,240,R41,0
0.0054794520547945,C,7,5,40,51,B1,Regular,214,R24,0
0.38,D,7,10,34,64,B12,Regular,925,R25,0
1.0,D,6,10,35,50,B2,Diesel,1512,R31,0
0.15,A,8,12,44,50,B5,Diesel,40,R26,0
0.11,F,10,0,38,57,B12,Regular,27000,R11,0
1.0,D,4,14,35,50,B1,Regular,741,R24,0
0.41,C,5,13,40,57,B2,Diesel,240,R82,0
0.54,A,5,5,44,50,B3,Diesel,26,R91,0
0.59,C,7,15,35,50,B2,Diesel,171,R82,0
0.12,A,9,10,55,50,B1,Regular,30,R53,0
0.27,A,5,15,42,50,B2,Diesel,23,R24,0
0.28,B,7,10,42,50,B12,Regular,66,R93,0
0.12,E,11,2,57,57,B12,Regular,4427,R11,0
0.78,D,4,0,52,50,B3,Diesel,854,R82,0
0.19,C,5,5,26,76,B5,Regular,458,R93,0
0.32,D,4,22,60,57,B2,Regular,798,R54,0
0.3,C,7,3,51,50,B12,Diesel,358,R73,0
0.38,D,6,2,33,60,B1,Regular,1027,R24,0
0.33,E,5,9,35,57,B3,Regular,2224,R82,0
0.03,B,11,1,65,50,B12,Diesel,65,R93,0
0.03,C,8,3,34,50,B12,Diesel,260,R93,0
0.04,C,4,2,26,85,B12,Diesel,338,R73,0
0.94,B,10,15,36,68,B2,Diesel,59,R24,0
0.08,D,4,14,62,50,B1,Diesel,1381,R82,0
0.45,C,4,1,47,59,B12,Diesel,127,R72,0
0.71,F,5,2,71,50,B12,Regular,27000,R11,0
0.05,B,7,6,44,50,B1,Diesel,54,R54,0
0.08,D,6,18,40,71,B2,Diesel,1571,R31,0
0.38,C,4,7,43,50,B6,Regular,175,R53,0
1.0,E,6,8,47,50,B5,Regular,4172,R82,0
0.67,D,7,0,60,50,B12,Diesel,726,R91,0
0.75,C,4,10,52,50,B1,Diesel,135,R24,0
0.68,D,8,4,33,50,B3,Regular,881,R54,0
0.41,D,7,4,26,90,B1,Regular,930,R22,0
0.72,C,4,7,48,50,B2,Regular,105,R24,0
1.0,A,6,16,45,50,B2,Regular,31,R24,0
0.16,A,11,10,33,76,B13,Regular,26,R24,0
0.12,D,5,1,31,64,B12,Regular,675,R91,0
1.37,D,4,0,53,50,B6,Regular,631,R93,0
0.33,E,6,12,35,54,B1,Diesel,4348,R72,0
0.36,E,11,1,39,64,B12,Diesel,9817,R11,0
0.45,D,12,5,52,50,B10,Diesel,517,R91,0
0.93,B,9,2,66,50,B12,Diesel,59,R93,0
0.35,E,15,1,51,50,B12,Regular,4478,R11,0
0.87,C,5,12,40,50,B6,Regular,213,R24,0
0.7,B,6,3,42,50,B12,Diesel,83,R93,0
0.24,D,6,9,28,85,B1,Diesel,542,R31,0
0.28,C,6,9,43,50,B2,Diesel,133,R23,0
0.08,D,7,14,41,79,B2,Diesel,842,R31,0
1.0,C,5,4,54,50,B3,Diesel,252,R24,0
0.58,B,5,0,72,50,B6,Regular,56,R72,0
0.08,E,11,1,47,88,B10,Diesel,5460,R11,1
0.18,D,7,1,45,50,B12,Regular,1397,R73,1
0.56,B,10,13,53,50,B1,Regular,89,R25,0
0.66,B,5,2,44,50,B1,Diesel,58,R11,0
0.06,E,7,12,43,50,B1,Regular,2038,R82,0
0.11,C,9,4,28,73,B2,Regular,447,R11,0
0.64,B,9,3,37,50,B2,Diesel,54,R25,0
0.24,C,7,7,36,50,B2,Diesel,399,R24,0
0.75,A,7,5,49,50,B1,Regular,49,R24,0
0.59,A,5,4,53,50,B2,Diesel,12,R83,0
0.51,E,7,1,22,80,B2,Regular,3688,R82,0
0.73,A,6,3,54,50,B1,Diesel,25,R24,0
0.29,C,8,1,59,50,B12,Diesel,184,R93,0
0.15,E,11,14,60,51,B2,Regular,9307,R82,0
1.0,E,6,7,83,50,B5,Regular,2415,R82,0
0.21,C,4,2,54,50,B12,Regular,392,R93,0
0.01,B,8,1,50,50,B12,Diesel,52,R11,0
1.01,D,5,1,27,72,B3,Diesel,902,R31,1
0.08,D,6,14,38,75,B3,Regular,533,R93,0
1.0,E,4,9,81,50,B4,Diesel,2103,R25,0
1.0,C,9,10,52,50,B11,Regular,298,R24,0
0.5,D,11,29,52,50,B1,Diesel,1253,R73,0
0.43,E,6,1,44,52,B5,Diesel,3317,R93,0
0.75,B,6,6,35,50,B5,Diesel,86,R24,0
0.16,C,8,12,47,57,B6,Diesel,484,R52,0
0.06,B,6,0,36,85,B12,Regular,76,R91,0
1.0,C,7,13,41,50,B1,Regular,186,R24,0
0.22,E,10,14,50,60,B5,Diesel,3386,R53,0
0.14,C,7,0,62,50,B2,Regular,152,R83,0
1.0,C,4,13,64,50,B1,Diesel,108,R53,0
1.0,C,4,4,49,50,B2,Regular,214,R24,0
0.33,D,6,0,52,50,B1,Diesel,745,R82,0
0.67,D,7,15,29,90,B2,Diesel,741,R24,0
0.28,C,6,20,51,50,B1,Diesel,182,R24,0
0.94,A,6,8,29,50,B1,Diesel,15,R24,0
1.0,A,5,10,32,50,B2,Diesel,23,R72,0
1.0,D,5,16,52,50,B1,Regular,720,R11,0
0.36,C,4,1,61,50,B12,Regular,115,R22,0
0.79,E,11,15,38,59,B13,Regular,4348,R72,0
1.0,E,4,5,52,95,B4,Diesel,4579,R93,1
0.45,D,8,7,30,70,B1,Diesel,610,R93,0
1.0,E,4,17,47,50,B2,Regular,9307,R82,0
0.21,E,5,14,43,50,B3,Regular,3095,R31,0
0.83,B,4,15,38,51,B5,Diesel,65,R53,0
0.44,B,11,2,52,50,B12,Diesel,80,R52,1
0.58,B,10,10,36,72,B13,Diesel,56,R24,0
0.97,E,9,24,43,50,B2,Regular,9307,R82,0
0.73,C,5,0,50,50,B2,Diesel,473,R53,1
0.58,C,4,17,59,50,B1,Regular,301,R73,0
0.07,A,9,5,47,50,B6,Diesel,43,R54,0
1.0,A,5,3,30,68,B1,Diesel,10,R24,0
0.47,C,5,17,46,50,B3,Regular,473,R53,0
0.03,E,9,2,55,50,B12,Regular,3339,R11,0
1.0,D,7,5,43,50,B5,Regular,1535,R72,0
1.0,A,8,4,63,50,B2,Diesel,46,R93,0
0.45,D,4,4,28,90,B1,Regular,1287,R72,0
0.95,A,6,9,39,54,B2,Diesel,29,R24,0
1.0,D,5,4,31,50,B1,Regular,1323,R82,0
1.0,D,6,15,72,50,B1,Regular,983,R52,0
0.36,A,7,5,51,50,B1,Diesel,20,R24,0
0.73,C,5,4,39,50,B2,Regular,101,R24,0
0.8,C,5,5,27,60,B1,Diesel,447,R11,0
0.75,E,5,4,30,68,B2,Regular,3541,R52,0
0.49,D,6,19,84,50,B13,Regular,1759,R52,0
0.98,D,7,13,31,100,B2,Regular,983,R52,0
0.52,E,4,15,32,50,B14,Regular,3021,R53,0
0.3,E,7,10,37,60,B2,Diesel,4792,R11,0
1.0,A,6,8,43,50,B1,Diesel,38,R24,0
0.78,B,7,1,53,58,B12,Diesel,77,R91,0
0.27,E,7,13,32,76,B2,Regular,5449,R82,0
0.21,D,5,1,32,50,B3,Regular,1326,R93,0
0.75,C,5,2,55,50,B2,Diesel,405,R24,0
0.12,D,6,8,20,95,B1,Diesel,1332,R24,0
1.0,D,5,15,22,90,B2,Regular,688,R93,0
0.98,D,6,12,37,90,B2,Diesel,1541,R91,0
0.36,A,7,8,46,50,B1,Diesel,27,R24,0
0.18,C,4,15,48,76,B1,Regular,240,R72,0
0.8,C,5,8,57,50,B2,Regular,338,R53,0
0.33,C,7,7,56,50,B1,Regular,399,R24,0
0.11,A,8,0,58,50,B12,Regular,40,R82,0
0.02,C,5,11,54,50,B4,Regular,125,R53,0
0.63,C,4,0,22,85,B12,Diesel,342,R93,0
1.0,C,7,10,50,50,B1,Regular,155,R24,0
0.69,D,10,3,47,50,B12,Regular,543,R91,0
1.0,D,6,9,80,50,B2,Diesel,741,R24,0
1.0,C,6,12,35,51,B1,Regular,203,R24,1
0.89,F,4,1,73,50,B2,Regular,27000,R11,0
0.37,A,4,17,37,60,B2,Regular,15,R24,0
0.29,E,4,1,53,50,B12,Diesel,2041,R93,0
1.0,C,5,6,77,50,B6,Regular,125,R53,0
1.0,C,6,5,39,50,B12,Diesel,165,R53,0
0.06,B,4,15,31,95,B3,Diesel,95,R11,0
0.3,C,5,0,30,50,B2,Diesel,399,R24,0
0.02,D,6,1,32,50,B1,Diesel,1192,R53,0
0.25,D,11,2,41,50,B12,Diesel,1253,R73,0
1.0,A,7,10,52,50,B1,Regular,21,R24,0
1.0,C,6,7,72,58,B1,Diesel,140,R82,1
0.63,E,5,3,36,51,B6,Regular,4535,R83,0
0.41,D,5,10,30,85,B5,Diesel,1110,R82,0
0.27,A,6,15,43,50,B1,Diesel,34,R93,0
0.16,C,5,0,35,80,B2,Regular,169,R52,0
0.13,C,9,9,26,95,B11,Regular,473,R53,0
0.53,B,6,8,32,54,B1,Diesel,58,R53,0
0.72,E,15,4,40,80,B12,Regular,3724,R11,0
0.04,D,4,0,47,50,B12,Regular,912,R41,0
0.13,A,5,15,58,50,B5,Diesel,30,R24,1
0.66,A,7,11,37,50,B2,Diesel,23,R24,0
0.74,C,5,1,59,50,B12,Regular,391,R41,0
0.99,C,6,15,56,60,B3,Regular,102,R23,0
0.04,A,4,13,38,54,B2,Regular,35,R24,0
0.45,F,7,1,56,58,B12,Regular,27000,R11,0
0.28,D,5,2,30,100,B12,Regular,1895,R43,0
0.56,E,4,2,71,50,B1,Regular,3946,R82,0
0.01,E,8,1,58,60,B12,Diesel,3744,R93,0
0.08,C,6,3,33,50,B2,Regular,167,R23,0
1.0,D,6,4,64,50,B14,Regular,1385,R53,0
0.18,E,6,9,36,60,B1,Diesel,8549,R82,0
0.12,E,10,9,70,63,B5,Regular,2498,R72,0
0.46,C,4,2,79,50,B12,Diesel,205,R52,0
0.12,C,6,6,63,50,B12,Diesel,218,R72,0
0.84,E,10,4,40,50,B1,Regular,9307,R82,0
0.08,E,5,5,28,85,B1,Diesel,3963,R91,0
0.38,A,6,4,64,50,B12,Diesel,22,R83,0
0.99,E,6,13,64,50,B1,Regular,2131,R82,0
0.32,B,8,1,23,76,B2,Regular,57,R24,0
0.11,A,11,1,49,50,B12,Diesel,15,R94,0
1.0,E,5,13,38,50,B5,Regular,3374,R42,0
0.16,C,6,15,49,50,B2,Regular,325,R82,0
0.08,C,6,3,69,50,B13,Regular,307,R91,0
1.0,C,7,13,53,50,B3,Regular,112,R53,0
0.48,E,10,3,31,50,B6,Regular,4116,R24,0
0.64,E,4,1,24,85,B12,Regular,2191,R26,0
0.59,C,7,1,64,50,B1,Regular,158,R53,0
1.0,E,6,9,28,90,B3,Regular,3075,R72,0
1.0,E,4,5,60,50,B2,Regular,3628,R82,0
0.07,C,7,15,33,57,B2,Diesel,129,R91,0
0.21,C,5,0,60,80,B12,Regular,434,R72,0
1.0,E,10,8,54,63,B10,Diesel,4128,R52,0
0.49,C,7,13,29,60,B2,Diesel,204,R82,0
1.0,C,5,3,28,50,B3,Diesel,269,R11,0
1.0,A,7,17,44,50,B1,Regular,43,R24,0
0.15,D,7,9,18,95,B2,Regular,854,R82,0
0.45,C,4,5,42,50,B12,Regular,412,R73,0
0.34,C,7,12,32,100,B2,Diesel,484,R52,0
0.65,E,6,5,32,95,B12,Diesel,3233,R82,0
0.76,D,9,6,47,50,B2,Regular,1943,R24,0
0.93,B,10,13,31,72,B12,Diesel,98,R93,0
0.09,E,7,0,66,59,B12,Diesel,2216,R93,0
0.14,C,7,9,45,100,B2,Regular,399,R24,0
1.0,F,7,14,33,63,B2,Regular,27000,R11,0
0.49,A,7,10,59,50,B2,Diesel,27,R24,0
0.22,D,7,1,57,50,B12,Diesel,879,R82,0
0.02,B,6,15,34,64,B2,Regular,57,R24,0
0.17,C,7,13,26,76,B10,Diesel,165,R53,0
0.78,A,6,5,68,50,B12,Regular,20,R52,0
0.41,D,7,11,55,50,B13,Diesel,1323,R82,0
1.0,D,9,15,41,50,B12,Regular,1445,R72,0
1.0,C,7,14,36,60,B2,Diesel,116,R52,0
0.53,A,10,0,75,50,B10,Diesel,10,R24,0
0.06,D,7,3,42,50,B12,Diesel,583,R31,0
1.0,E,7,7,53,50,B2,Diesel,2377,R82,0
1.0,E,6,5,67,50,B4,Regular,4128,R52,0
0.04,C,6,4,56,50,B12,Regular,149,R52,0
0.36,E,8,2,45,54,B12,Diesel,9307,R82,0
0.15,C,5,0,53,50,B12,Diesel,490,R52,0
0.22,E,6,14,27,80,B1,Diesel,4116,R24,0
0.28,E,7,5,34,57,B11,Diesel,3457,R82,0
0.59,C,7,1,39,50,B12,Diesel,137,R11,0
0.43,C,11,6,54,50,B10,Diesel,118,R24,0
0.08,B,7,0,55,50,B12,Diesel,52,R11,0
1.0,B,7,5,68,50,B1,Diesel,91,R24,1
1.0,A,5,7,40,50,B5,Diesel,25,R24,1
0.2,D,6,5,36,95,B2,Diesel,634,R53,0
1.0,C,5,12,33,72,B6,Regular,164,R24,0
0.85,C,6,7,46,50,B3,Diesel,280,R24,0
0.04,D,4,1,50,50,B12,Diesel,824,R91,0
1.0,C,6,9,54,58,B5,Regular,133,R82,0
0.25,B,6,2,46,61,B1,Diesel,92,R24,0
0.08,E,7,0,46,50,B1,Regular,2163,R52,0
0.75,D,6,3,53,50,B1,Diesel,824,R91,0
0.15,E,14,15,30,60,B12,Regular,2216,R93,0
0.32,D,10,6,45,50,B12,Regular,957,R52,0
0.18,C,4,0,54,50,B12,Regular,203,R22,0
1.0,D,6,10,30,50,B2,Diesel,1466,R31,0
0.38,C,10,4,34,50,B12,Regular,388,R93,0
0.45,E,6,0,77,50,B2,Regular,2733,R93,0
1.0,E,4,10,48,80,B2,Diesel,3724,R11,1
0.87,A,5,4,58,50,B12,Regular,29,R74,0
0.68,D,5,1,32,50,B5,Regular,1027,R24,0
1.0,E,10,2,46,50,B10,Diesel,3021,R53,0
0.5,C,6,1,57,50,B1,Diesel,286,R82,0
0.11,E,4,0,50,50,B12,Regular,3238,R11,0
0.25,A,7,3,35,50,B12,Diesel,27,R22,0
0.64,D,6,5,46,55,B2,Diesel,1386,R31,0
0.29,C,8,17,49,50,B1,Regular,295,R52,0
0.02,A,5,3,25,80,B5,Diesel,8,R72,0
0.08,E,7,5,57,50,B6,Regular,4059,R23,0
1.0,C,4,12,39,50,B1,Diesel,399,R24,0
0.48,E,11,4,38,50,B3,Regular,4762,R93,0
0.83,C,7,7,32,68,B2,Regular,105,R24,0
0.33,A,7,5,31,60,B11,Diesel,40,R53,0
0.03,A,9,8,30,68,B1,Regular,49,R24,0
1.0,D,6,16,44,62,B1,Diesel,1408,R52,0
0.18,C,4,12,49,85,B2,Regular,111,R91,0
0.03,B,8,3,32,54,B12,Diesel,59,R82,0
0.49,C,6,11,72,50,B2,Regular,269,R91,0
1.0,E,7,8,45,50,B2,Diesel,2715,R24,0
1.0,C,6,5,71,50,B2,Regular,229,R53,0
1.0,C,4,5,68,50,B2,Regular,461,R53,0
1.0,E,8,19,42,50,B6,Regular,3386,R53,0
0.03,D,6,0,42,50,B3,Diesel,886,R54,0
0.71,E,6,10,44,50,B12,Diesel,6313,R11,0
0.62,D,11,0,45,50,B12,Diesel,511,R41,0
0.03,D,10,1,35,53,B11,Regular,1101,R93,0
0.43,A,6,14,41,50,B1,Regular,31,R53,0
0.4,F,6,3,23,85,B6,Diesel,16284,R11,0
0.63,B,4,5,75,50,B12,Regular,60,R72,0
0.58,E,7,4,44,80,B1,Diesel,3317,R93,0
0.08,C,6,6,28,64,B2,Diesel,110,R93,0
0.87,D,4,2,27,95,B12,Regular,1662,R11,0
0.47,C,9,0,37,54,B10,Diesel,316,R25,0
0.07,E,7,10,37,51,B12,Regular,3339,R11,0
0.79,D,6,14,43,50,B2,Diesel,657,R82,0
0.78,C,8,19,48,50,B3,Diesel,317,R82,0
0.58,D,7,6,41,50,B12,Diesel,1955,R94,0
0.85,E,4,1,22,80,B1,Diesel,2399,R24,0
0.17,A,5,12,29,60,B13,Diesel,42,R54,0
0.28,F,6,3,74,50,B12,Regular,27000,R11,0
0.85,B,6,14,43,50,B12,Regular,62,R82,0
0.06,C,5,7,46,50,B4,Diesel,229,R53,0
0.35,E,8,1,41,50,B2,Diesel,3688,R82,0
0.88,E,8,10,46,50,B13,Regular,4128,R52,0
0.19,D,7,7,31,78,B6,Diesel,1943,R24,0
1.0,E,7,17,31,90,B3,Regular,3368,R24,0
1.0,C,7,6,28,64,B4,Diesel,473,R53,0
0.76,A,6,10,33,64,B1,Diesel,47,R73,0
0.17,D,4,0,52,50,B2,Diesel,999,R93,0
0.03,C,7,8,35,60,B2,Regular,263,R82,0
0.5,A,7,12,36,62,B2,Diesel,10,R83,0
0.75,C,10,11,44,50,B5,Diesel,155,R24,0
0.53,E,7,5,36,50,B12,Regular,3564,R11,0
0.53,E,8,2,49,52,B12,Regular,5449,R82,0
0.23,B,8,0,54,50,B4,Diesel,72,R24,0
1.0,C,7,15,35,50,B1,Regular,174,R53,0
0.1,E,12,4,30,51,B12,Regular,2317,R11,0
1.0,C,6,6,62,50,B2,Diesel,164,R24,0
0.26,F,10,2,65,50,B12,Regular,27000,R11,0
0.08,C,4,15,37,66,B1,Diesel,381,R93,0
0.2,E,5,1,45,62,B3,Diesel,4116,R24,0
0.08,D,6,7,31,85,B2,Diesel,1326,R93,0
0.26,D,7,4,44,50,B12,Diesel,573,R82,0
0.1,C,6,6,43,50,B2,Diesel,135,R93,0
0.23,D,4,2,26,72,B3,Diesel,574,R24,0
0.52,D,10,13,35,54,B1,Regular,747,R53,0
0.1,B,8,0,32,51,B12,Diesel,87,R11,0
0.08,D,7,7,36,85,B1,Regular,1323,R82,0
0.71,C,6,13,64,50,B1,Regular,283,R25,0
0.07,E,9,10,42,50,B2,Regular,2715,R24,0
1.0,A,6,15,43,50,B2,Diesel,21,R52,0
1.0,C,6,7,28,76,B6,Diesel,150,R24,0
0.12,D,5,0,42,50,B12,Diesel,876,R31,0
0.76,B,7,1,26,80,B12,Diesel,87,R22,0
0.02,B,7,0,51,50,B3,Diesel,53,R72,0
0.08,E,7,5,32,95,B1,Regular,4116,R24,0
0.09,D,8,0,50,50,B12,Diesel,782,R11,0
1.0,C,6,3,77,50,B3,Diesel,461,R53,0
0.49,C,7,4,49,50,B4,Regular,161,R82,0
0.16,C,6,8,39,50,B12,Diesel,257,R91,0
0.09,D,5,5,44,50,B12,Regular,824,R91,0
0.61,C,4,0,48,50,B12,Regular,171,R93,0
0.08,E,6,1,67,50,B12,Regular,3963,R91,0
0.49,E,4,1,69,50,B12,Diesel,2738,R53,0
0.08,E,7,10,28,76,B1,Regular,9307,R82,0
0.05,D,5,3,36,50,B3,Regular,583,R93,0
0.04,C,4,1,51,50,B12,Diesel,329,R31,0
0.33,D,6,10,29,64,B1,Diesel,1448,R93,0
0.2,A,5,2,53,50,B12,Diesel,15,R73,0
0.21,A,10,2,44,50,B13,Diesel,34,R24,0
0.46,C,7,6,27,66,B2,Diesel,133,R23,0
0.41,F,5,4,45,60,B3,Regular,27000,R11,0
0.5,E,8,1,29,64,B2,Regular,5449,R82,0
0.08,C,15,9,33,50,B2,Regular,119,R82,0
0.64,C,8,1,68,50,B12,Diesel,398,R73,0
1.0,C,7,16,59,50,B2,Regular,105,R24,0
0.7,D,7,6,37,50,B2,Regular,542,R82,0
0.3,D,6,3,24,113,B3,Diesel,721,R93,0
1.0,D,5,1,48,69,B2,Regular,912,R82,0
0.21,E,4,15,38,50,B6,Regular,2415,R82,0
0.1,D,4,17,26,85,B2,Regular,1054,R24,0
0.5,D,5,10,24,125,B3,Diesel,949,R24,1
0.45,C,5,5,42,69,B12,Regular,127,R72,0
0.33,F,8,10,55,50,B13,Regular,27000,R11,0
0.58,D,4,5,58,64,B1,Regular,1045,R73,0
1.0,E,4,7,22,76,B6,Regular,4128,R52,0
0.33,A,6,5,34,72,B12,Diesel,37,R83,0
0.96,C,10,12,44,50,B4,Regular,251,R73,0
0.56,D,8,6,39,51,B2,Regular,741,R24,0
0.28,D,10,15,31,54,B13,Diesel,741,R24,0
0.82,D,7,5,72,50,B4,Regular,1410,R72,0
1.0,D,5,3,35,50,B1,Diesel,1313,R24,0
0.07,D,6,1,42,60,B12,Diesel,620,R52,1
1.0,C,5,6,53,50,B2,Diesel,125,R53,0
1.0,E,5,14,59,50,B1,Regular,2740,R22,0
1.0,A,6,6,37,50,B13,Regular,13,R24,0
0.64,C,4,5,29,76,B2,Regular,204,R52,0
1.0,B,6,15,57,62,B5,Regular,99,R26,1
1.0,D,6,8,72,50,B1,Diesel,1232,R93,0
0.72,E,7,8,46,50,B10,Diesel,8880,R11,0
0.005479452,D,4,0,62,50,B12,Regular,520,R72,0
0.27,D,7,11,25,100,B2,Regular,1408,R52,0
0.78,A,5,1,55,50,B12,Diesel,18,R74,0
0.36,C,4,2,27,95,B12,Regular,481,R82,0
0.54,E,5,3,64,50,B12,Regular,9082,R11,0
1.0,E,5,4,62,50,B2,Regular,4116,R24,0
0.71,A,8,10,53,50,B13,Diesel,44,R54,0
0.24,C,7,12,33,50,B2,Regular,374,R93,0
1.0,B,13,5,58,50,B10,Diesel,95,R26,0
0.01,D,5,1,55,50,B12,Regular,1468,R93,0
0.2,B,6,6,47,71,B1,Diesel,54,R53,0
1.0,A,6,10,32,59,B1,Diesel,30,R24,0
0.2,E,4,4,33,50,B12,Regular,6689,R11,0
1.0,B,4,2,64,50,B2,Diesel,58,R72,0
1.0,A,5,12,39,50,B2,Diesel,14,R24,0
1.0,B,6,10,46,50,B1,Diesel,51,R24,0
1.0,E,5,15,44,54,B1,Diesel,4762,R93,0
0.005479452,D,7,3,37,50,B12,Regular,1807,R11,0
0.07,D,7,1,46,50,B12,Diesel,745,R82,0
0.25,D,4,2,29,76,B3,Diesel,551,R31,0
1.0,A,7,10,93,50,B2,Regular,39,R24,0
0.6,A,11,2,41,50,B12,Diesel,19,R93,0
0.71,C,5,2,65,50,B12,Regular,388,R93,0
0.29,E,7,12,53,50,B1,Regular,3233,R82,0
0.97,E,4,18,42,95,B2,Regular,3866,R24,0
0.31,E,10,0,33,50,B12,Regular,2278,R11,0
1.0,D,5,11,61,50,B1,Regular,1210,R82,0
0.49,E,5,7,51,50,B1,Regular,3317,R93,0
0.78,F,4,3,40,50,B12,Regular,22669,R11,0
0.11,C,4,1,46,50,B12,Diesel,132,R93,0
0.33,E,7,4,35,72,B2,Diesel,2257,R72,0
1.0,C,6,9,36,118,B2,Diesel,163,R52,1
0.58,A,6,10,35,95,B3,Diesel,32,R24,0
0.92,F,8,3,33,50,B12,Regular,16533,R11,0
1.0,B,7,20,57,50,B1,Regular,70,R53,1
0.24,D,6,1,37,72,B12,Regular,1287,R72,0
1.0,D,6,10,59,90,B2,Diesel,1284,R25,0
0.71,C,5,3,43,50,B2,Diesel,289,R82,0
0.49,D,11,14,41,50,B3,Regular,665,R41,0
0.65,B,7,4,22,80,B2,Diesel,58,R53,0
0.98,E,7,12,44,50,B1,Regular,5460,R11,0
0.21,D,7,1,71,50,B12,Regular,562,R54,0
0.31,E,7,3,47,50,B12,Diesel,4762,R93,0
0.09,D,5,12,50,50,B2,Regular,1182,R82,0
0.89,A,4,7,63,50,B2,Regular,13,R24,0
0.24,E,7,7,36,50,B5,Regular,2715,R93,0
0.46,E,7,0,25,90,B12,Regular,5360,R11,0
0.46,B,5,1,47,50,B12,Diesel,58,R73,0
1.0,C,8,10,44,50,B12,Regular,164,R24,0
1.0,D,6,4,33,50,B3,Regular,674,R93,0
0.4,C,4,3,31,80,B6,Regular,182,R24,0
0.24,D,6,11,48,62,B5,Regular,783,R73,0
0.03,C,4,17,28,95,B1,Regular,308,R24,0
0.69,A,7,7,31,60,B2,Regular,44,R24,0
0.5,E,6,10,30,64,B2,Diesel,4762,R93,0
0.4,E,7,4,32,60,B1,Regular,4650,R11,0
0.5,A,11,11,57,50,B10,Diesel,25,R24,0
0.76,A,6,9,36,54,B1,Diesel,24,R54,0
0.45,A,11,2,45,50,B1,Diesel,42,R73,0
0.41,C,7,8,19,100,B1,Regular,168,R24,0
0.03,D,6,1,56,50,B12,Regular,886,R54,0
0.49,D,4,1,50,50,B12,Regular,604,R91,0
0.19,C,10,4,33,50,B1,Regular,128,R72,0
0.08,D,7,9,54,50,B11,Diesel,1313,R24,0
0.5,D,7,9,65,64,B2,Regular,804,R22,0
0.91,B,6,10,28,64,B5,Diesel,57,R24,0
0.28,C,8,1,56,50,B12,Diesel,358,R73,0
1.0,D,11,3,40,50,B1,Diesel,1442,R31,0
0.37,D,6,10,37,76,B1,Diesel,1005,R93,0
0.78,A,5,3,50,50,B12,Regular,24,R82,0
0.22,C,7,15,30,68,B1,Regular,124,R24,0
0.66,A,11,9,54,50,B1,Diesel,35,R53,0
0.36,C,4,2,43,56,B12,Diesel,421,R93,0
1.0,A,7,8,70,50,B2,Diesel,33,R24,0
